Year of Reg,Year,CN-8,Comment,CN-8 product name,Explanation,CF
1821/2016,2017,0302 43 10,unchanged,"Fresh or chilled sardines ""Sardina pilchardus""","As indicated in the Oceanic Developpement survey, fresh sardines are traded whole unprepared",1.00
1821/2016,2017,0302 43 30,unchanged,"Fresh or chilled sardines ""Sardinops spp."" and sardinella ""Sardinella spp.""",Same assumption as for 03 02 61 10,1.00
1821/2016,2017,0302 43 90,unchanged,"Fresh or chilled brisling or sprats ""Sprattus sprattus""","According to the accumption made in the Oceanic Developpement survey, sprat is mainly used for the production of flours for animal feed use. It is also used for human consumption, although in moderate volumes. According to Eurostat landing statistics, around 30% of Sprat catches is for human consumption (10 year average). As described in the introduction, only the part of the product intended for human consumption should be included in this study. Since Sprat is primarely traded as whole (CF=1). Thus the proposed CF is 1,00 * 0,3 = 0,3. ",0.30
1821/2016,2017,0302 44 00,unchanged,"Fresh or chilled mackerel ""Scomber scombrus, Scomber australasicus, Scomber japonicus""","As indicated in the Oceanic Developpement survey, fresh mackerel is traded whole unprepared",1.00
1821/2016,2017,0302 45 10,unchanged,"Fresh or chilled Atlantic horse mackerel ""Trachurus trachurus""",same assumption as for 0302 69 91,1.00
1821/2016,2017,0302 45 30,unchanged,"Fresh or chilled Chilean jack mackerel ""Trachurus murphyi""",same assumption as for 0302 69 99,1.17
1821/2016,2017,0302 45 90,unchanged,"Fresh or chilled jack and horse mackerel ""Trachurus spp."" ""(excl. Atlantic horse mackerel and Chilean jack mackerel)",same assumption as for 0302 69 91,1.00
1821/2016,2017,0302 46 00,unchanged,"Fresh or chilled cobia ""Rachycentron canadum""",same assumption as for 0302 69 99,1.17
1821/2016,2017,0302 47 00,unchanged,FRESH OR CHILLED SWORDFISH 'XIPHIAS GLADIUS',"We assume that this species is traded both gutted/headed and gutted/head on. We propose an average of the CF for gutted and headed (1,33) identified by ICCAT and for gutted/head on (1,15) used in Norway, hence CF 1,24 ",1.24
1821/2016,2017,0302 49 11,new code,"Kawakawa (Euthynnus affinis), for the industrial manufacture of products of heading 1604, excluding edible fish offal of subheadings 0302 91 to 0302 99, fresh or chilled",Same assumption as for 03026921,1.00
1821/2016,2017,0302 49 19,new code,"Kawakawa (Euthynnus affinis), other (excl.  0302 49 11), excluding edible fish offal of subheadings 0302 91 to 0302 99, fresh or chilled",Same assumption as for 0302 33 90,1.14
1821/2016,2017,0302 49 90,new code,"Other fish of the genus Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae),  (excl. 0302 41 - 0302 49 19), excluding edible fish offal of subheading 0302 91 - 0302 99,  fresh or chilled    ","Species specifically covered, when sold fresh, are typiically traded as whole, round fish.",1.00
1821/2016,2017,0302 51 10,unchanged,"Fresh or chilled cod ""Gadus morhua""","The main exporter of this product is Norway (80-85%) and is the predominant form is gutted head off. The other exporters - Iceland and Faroe Islands, are exporting mostly gutted, head on. The proposed CF (1,34) is an average of gutted, head off (1,50) and gutted, head on (1,18), both used in Norway. ",1.34
1821/2016,2017,0302 51 90,unchanged,"Fresh or chilled cod ""Gadus ogac, Gadus macrocephalus""","As indicated in the Oceanic Developpement survey, Greenland cod (Gadus ogac) predominates when traded fresh, the volumes are are quite modest. Thus the proposed CF 1,28 is the CF used by Greenland for gutted cod.",1.28
1821/2016,2017,0302 52 00,unchanged,"Fresh or chilled haddock ""Melanogrammus aeglefinus""","The most part of the traded fresh or chilled haddock is gutted. We proposed to use the CF for the gutted form used in Norway, CF 1,14",1.14
1821/2016,2017,0302 53 00,unchanged,"Fresh or chilled coalfish ""Pollachius virens""","Oceanic Developpement survey proposes the CF of 1,19 as identified in the 1996 survey for conversion of gutted coalfish into live weight. The same CF is indicated in Finfish study 2011 by AIPCE-CEP",1.19
1821/2016,2017,0302 54 11,unchanged,"Fresh or chilled Cape hake ""shallow-water hake"" ""Merluccius capensis"" and deepwater hake ""deepwater Cape hake"" ""Merluccius paradoxus""","As identified in the Oceanic Developpement survey, this species is caught in Namibia and exported headed  to the EU by airfreight, thus the proposed CF 1,46 is the one used in Namibia",1.46
1821/2016,2017,0302 54 15,unchanged,"Fresh or chilled Southern hake ""Merluccius australis""","As identified in the Oceanic Developpement survey, this species is exported headed. The product comes from South America and New Zeeland and the volumes are low. The Cf proposed is the one used in New Zealand,namelyu 1,50",1.50
1821/2016,2017,0302 54 19,unchanged,"Fresh or chilled hake of the genus ""Merluccius"" (excl. Cape hake ""shallow-water hake"", deepwater hake ""deepwater Cape hake"" and Southern hake)","As identified in the Oceanic Developpement survey, this speices is from North-East Atlantics and is exported gutted. The propsoed CF is 1,12, as identified in the study of 1996. ",1.12
1821/2016,2017,0302 54 90,unchanged,"Fresh or chilled hake of the genus ""Urophycis""",Oceanic Developpement survey identifies no information on this species and propsoes to adopt an average CF for hake gutted based on 03026966 and 03026967,1.48
1821/2016,2017,0302 55 00,unchanged,"Fresh or chilled Alaska pollack ""Theragra chalcogramma""",same assumption as for 0302 69 51,1.16
1821/2016,2017,0302 56 00,unchanged,"Fresh or chilled blue whiting ""Micromesistius poutassou or Gadus poutassou) and southern blue whiting (Micromesistius australis)",Same assumption as for 0302 69 85,1.00
1821/2016,2017,0302 59 10,unchanged,Fresh or chilled saltwater fish of the species Boreogadus saida,"This species is widly used in fish flour production, but also in canning industry. According to the information from the idustry Boreogadus saida is traded whole, hence CF 1,00",1.00
1821/2016,2017,0302 59 20,unchanged,"Fresh or chilled whiting ""Merlangus merlangus""","As identified in the Oceanic Developpement survey, whitting is mostly gutted when exported, thus the proposed CF is the oneidelntified in the survey 1996",1.18
1821/2016,2017,0302 59 30,unchanged,"Fresh or chilled pollack ""Pollachius pollachius""",same assumption as for 0302 69 51,1.16
1821/2016,2017,0302 59 40,unchanged,"Fresh or chilled ling ""Molva spp.""","The proposed CF 1,15 is an everage fo the CFs identified in Europe, calculated in the Oceanic Developpement survey. ",1.15
1821/2016,2017,0302 59 90,unchanged,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excl. cod, haddock, coalfish, hake, Alaska pollack, blue whitings, Boreogadus saida, whiting, pollack and ling)",same assumption as for 0302 69 99,1.17
1821/2016,2017,0302 71 00,unchanged,Fresh or chilled tilapia (Oreochromis spp.),"according to the information from the industry, this species is traded mostly whole ungutted, thus CF 1,00",1.00
1821/2016,2017,0302 72 00,unchanged,"Fresh or chilled catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""",Same assumption as for 0302 69 19,1.12
1821/2016,2017,0302 73 00,Excluding 0302 91 to 0302 99,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys
spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), excluding edible fish offal of subheadings 0302 91 to 0302 99, fresh or chilled","Species specifically covered, when sold fresh, are typiically traded as whole, round fish.",1.00
1821/2016,2017,0302 74 00,unchanged,"Fresh or chilled eels ""Anguilla spp.""","According to the assumption made in the Oceanic Developpement survey, fresh eel is traded whole ungutted.",1.00
1821/2016,2017,0302 79 00,unchanged,"Fresh or chilled, Nile perch ""Lates niloticus"" and snakeheads ""Channa spp.""",Same assumption as for 0302 69 19,1.12
1821/2016,2017,0302 81 15,New code,"Picked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.), excluding edible fish offal of subheadings 0302 91 to 0302 99, fresh or chilled","This product is a combination of the previously used codes 0302 81 10 and 0302 81 20, hence and average of the two products have been used",1.34
1821/2016,2017,0302 81 30,excluding 0302 92 00,"Porbeagle shark (Lamna nasus), excluding edible fish offal of subheadings 0302 91 to 0302 99, fresh or chilled","According to the assumption made in the Oceanic Developpement survey this species is traded headed and gutted (by analogy with 0302 65 50 and 0302 65 20). The porposed CF is an average CF for headed and gutted form used in Norway, Portugal and Sweden, as indicated in FAO Fiesheries Circular No 847, Revision 1.  See also comment to 0302 92 00",1.29
1821/2016,2017,0302 81 40,New code,"Blue shark (Prionace glauca), excluding edible fish offal of subheadings 0302 91 to 0302 99, fresh or chilled",The assumption is that this specie primarily is traded as dressed and the conversion factor identified by the European shark fisheries report by EEA of 2007 is used (based on FAO recomendations),1.33
1821/2016,2017,0302 81 80,New code,"Other sharks (excl. 0302 81 15 to 0302 81 40), excluding edible fish offal of subheadings 0302 91 to 0302 99, fresh or chilled",same assumption as for 0302 81 90 is used. See also comment to 0302 92 00,1.34
1821/2016,2017,0302 82 00,unchanged,"Fresh or chilled, rays and skates ""Rajidae""",same assumption as for 0302 69 99,1.17
1821/2016,2017,0302 83 00,unchanged,"Fresh or chilled toothfish ""Dissostichus spp.""",Same assumption as for 0303 62 00,1.70
1821/2016,2017,0302 84 10,unchanged,"Fresh or chilled sea bass ""Dicentrarchus labrax""","As identified in the Oceanic Developpement report, and according to the information received from the industry contacts, this species is traded mostry whole, ungutted. ",1.00
1821/2016,2017,0302 84 90,unchanged,"Fresh or chilled sea bass ""Dicentrarchus spp."" (excl. European sea bass)",same assumption as for 0302 69 99,1.17
1821/2016,2017,0302 85 10,unchanged,"Fresh or chilled sea bream ""Dentex dentex and Pagellus spp.""","The information from the trade publications shows that the most part of fresh seabream is traded whole, hence CF 1,00",1.00
1821/2016,2017,0302 85 30,unchanged,"Fresh or chilled gilt-head seabreams ""Sparus aurata""",Same assumption as for 0302 69 94,1.00
1821/2016,2017,0302 85 90,unchanged,"Fresh or chilled sea bream ""Sparidae"" (excl. gilt-head sea bream, Dentex dentex and Pagellus spp.)",same assumption as for 0302 69 99,1.17
1821/2016,2017,0302 89 10,Excluding 0302 73 00,"Freshwater fish, excluding edible fish offal of subheadings 0302 91 to 0302 99, fresh or chilled",Same assumption as for 0302 69 19,1.12
1821/2016,2017,0302 89 21,excluding 0302 49 11,"Fish of the genus Euthynnus, other than the skipjack or stripe-bellied bonitos (Euthynnus (Katsuwonus) pelamis) mentioned in subheading 0302 33 and other than Kawakawa (Euthynnus affinis) mentioned in subheading 0302 49, for the industrial manufacture of products of heading 1604, excluding edible fish offal of subheadings 0302 91 to 0302 99, fresh or chilled","As indicated in the Oceanic Developpement survey, this species are treated the same way as skipjack (whole, ungutted)",1.00
1821/2016,2017,0302 89 29,excluding 0302 49 19,"Fish of the genus Euthynnus, other than the skipjack or stripe-bellied bonitos (Euthynnus (Katsuwonus) pelamis) mentioned in subheading 0302 33 and other than Kawakawa (Euthynnus affinis) mentioned in subheading 0302 49, other (excl. 0302 89 21),  excluding edible fish offal of subheadings 0302 91 to 0302 99, fresh or chilled",Same assumption as for 03026921,1.00
1821/2016,2017,0302 89 31,unchanged,"Fresh or chilled redfish ""Sebastes marinus""","According to the trade information, the most part of Sebastes marinus is traded whole, but some are gutted. The proposed CF is 1,07 identified in Finfish study 2011 by AIPCE-CEP",1.07
